token,call,spkr,spkrBase,spkrMid,spkrTop,firstVoicedFrameTime,lastVoicedFrameTime,duration,timingS,timingP,timingE,heightS,heightP,heightE,heightSreBaseline,heightPreBaseline,heightEreBaseline,heightSreMid,heightPreMid,heightEreMid,averagereBaseline,averagereMid,riseST,fallST,spanST
4941-B-645-65,4941,B,128.533829519177,204.18936459687,606.943304635001,0.0103100177956942,0.471278155301937,0.460968137506243,0.632911392405063,48.7341772151899,99.3670886075949,174.191723633741,278.78421741001,129.772136837152,5.26233550403528,13.4040092303834,0.165990452756144,-2.75077974179796,5.39089398455019,-7.8471247930771,8.97054486011681,0.957429614283564,8.14167372634815,13.2380187776273,13.2380187776273
4941-B-653-17,4941,B,128.533829519177,204.18936459687,606.943304635001,0.00991809366709312,0.424205913451185,0.414287819784091,6.33802816901408,45.7746478873239,99.2957746478873,231.666855662375,516.292013274149,154.521468003137,10.1988424069138,24.0724699257834,3.1879100236967,2.18572716108052,16.0593546799502,-4.82520522213654,16.8726052914947,8.85949004566145,13.8736275188697,20.8845599020867,20.8845599020867
5046-A-211-07,5046,A,92.5441002546071,135.435756450171,383.965523905825,0.0142896473535142,0.306042443325572,0.291752795972057,1.38888888888889,43.0555555555556,81.9444444444444,111.941525351841,186.545083047314,111.401409828209,3.29438863443974,12.1357369045054,3.21065478299371,-3.29836036921841,5.54298790084721,-3.38209422066444,7.16446627861355,0.571717274955405,8.84134827006561,8.92508212151165,8.92508212151165
5208-A-259-56,5208,A,144.381008724091,208.313577325471,578.158981300881,0.112148802448015,0.408240375555766,0.29609157310775,0.877192982456139,78.0701754385965,99.1228070175439,197.053459023271,484.290602764684,330.856509336904,5.38447302916413,20.9519042443498,14.3558961010765,-0.962037589138125,14.6053936260475,8.00938548277428,14.6770797888708,8.33056917056858,15.5674312151857,6.59600814327325,15.5674312151857
5208-A-339-52,5208,A,144.381008724091,208.313577325471,578.158981300881,0.17474609694896,0.569534861092627,0.394788764143667,3.28947368421052,57.2368421052632,99.3421052631579,196.906022376841,499.231980832494,201.170765017253,5.37151497807782,21.4779524121927,5.74247607892049,-0.974995640224435,15.1314417938905,-0.60403453938177,13.5406084984604,7.19409788015816,16.1064374341149,15.7354763332722,16.1064374341149
5208-A-351-65,5208,A,144.381008724091,208.313577325471,578.158981300881,0.0874110289262762,0.456226848060491,0.368815819134215,0.704225352112675,57.0422535211268,99.2957746478873,180.221136391976,364.373079808572,239.395945498903,3.83864678629972,16.026424643195,8.75421275808653,-2.50786383200254,9.67991402489276,2.40770213978427,11.8970999236012,5.55058930529898,12.1877778568953,7.27221188510849,12.1877778568953
5208-A-429-67,5208,A,144.381008724091,208.313577325471,578.158981300881,0.0559136309603026,0.31044849205293,0.254534861092627,7.14285714285714,68.3673469387755,98.9795918367347,199.383794494591,381.749198265443,266.325392852543,5.58800599915962,16.8329296622438,10.5997080067822,-0.75850461914264,10.4864190439415,4.25319738847996,13.0952391216989,6.74872850339666,11.2449236630841,6.23322165546154,11.2449236630841
5208-A-438-78,5208,A,144.381008724091,208.313577325471,578.158981300881,0.028967740941399,0.366616026064272,0.337648285122873,0.76923076923077,54.6153846153846,99.2307692307692,165.666332063159,370.803101599595,163.8239732741,2.38079338297624,16.3292678746675,2.18718601693212,-3.96571723532602,9.98275725636521,-4.15932460137014,8.81427096823818,2.46776034993592,13.9484744916912,14.1420818577354,14.1420818577354
5373-B-436-63,5373,B,102.947482041859,156.370079556553,509.787331361261,0.0140187426129384,0.567699113122859,0.553680370509921,4.60526315789474,36.1842105263158,91.4473684210526,340.104928974621,418.577452154528,106.086541950397,20.6888564456061,24.2830326585309,0.519997257297225,13.452185113855,17.0463613267799,-6.71667407445383,19.2206334794877,11.9839621477367,3.59417621292484,23.7630354012337,23.7630354012337
5373-B-507-75,5373,B,102.947482041859,156.370079556553,509.787331361261,0.0350845930257544,0.428489066809119,0.393404473783365,4.62962962962963,36.1111111111111,91.6666666666667,355.472644977314,414.192127857155,141.533273038696,21.4539599884253,24.1006990791249,5.51079254297512,14.2172886566742,16.8640277473738,-1.72587878877594,19.8940065441836,12.6573352124325,2.64673909069957,18.5899065361498,18.5899065361498
5388-B-1201-33,5388,B,147.699496357705,245.086177468787,774.511949408129,0.115405207253832,0.770451449020878,0.655046241767046,1.93798449612403,23.6434108527132,82.5581395348837,356.160276916645,522.645239821809,169.844095729311,15.2383405541845,21.8780052255755,2.41855392239789,6.4708499887191,13.1105146601101,-6.34893664306748,13.1647951580352,4.39730459256982,6.63966467139103,19.4594513031776,19.4594513031776
5388-B-1622-57,5388,B,147.699496357705,245.086177468787,774.511949408129,0.048302505488636,0.754127525687236,0.7058250201986,1.07913669064748,60.7913669064748,99.6402877697842,156.442994676075,242.611403912086,146.937921011859,0.995665815320291,8.59178950878056,-0.089497669217975,-7.77182475014508,-0.175701056684806,-8.85698823468334,5.59289908330229,-3.17459148216308,7.59612369346027,8.68128717799854,8.68128717799854
5388-B-1648-25,5388,B,147.699496357705,245.086177468787,774.511949408129,0.0330999018617202,0.611977975981435,0.578878074119715,0.438596491228071,26.7543859649123,95.1754385964912,240.081813671778,507.965317088723,187.519369541674,8.4103345934867,21.3847810706767,4.13249661302761,-0.357155971978672,12.6172905052113,-4.63499395243776,12.8771285380754,4.10963797261008,12.97444647719,17.2522844576491,17.2522844576491
5495-B-904-57,5495,B,99.5247670588263,185.236399243907,523.467374741533,0.0125502757504641,0.502378098921205,0.489827823170741,17.6923076923077,68.4615384615385,99.2307692307692,157.868452663143,242.763234035271,151.404638180178,7.98714488486348,15.4370694042001,7.26338288695501,-2.76773659767932,4.68218792165733,-3.49149859558779,11.5316436922715,0.7767622097287,7.44992451933665,8.17368651724513,8.17368651724513
5532-A-406-71,5532,A,95.4416457590649,137.361065647686,417.860107839688,0.0439068013473594,0.389667813089613,0.345761011742253,1.13636363636364,55.6818181818182,98.8636363636364,145.441010540795,256.657053680239,133.570922454095,7.29291963660768,17.1258130187789,5.81898180909063,0.989531901119229,10.8224252832905,-0.484405926397826,12.3200942916408,6.01670655615238,9.83289338217124,11.3068312096883,11.3068312096883
5532-A-600-84,5532,A,95.4416457590649,137.361065647686,417.860107839688,0.047126927815141,0.267156662560211,0.22002973474507,5.35714285714286,55.3571428571429,94.6428571428571,200.654006483305,269.765203071769,143.931717300619,12.8642296468345,17.988161302451,7.11232462605528,6.56084191134604,11.6847735669626,0.808936890566829,14.4605873411442,8.15719960565575,5.12393165561655,10.8758366763958,10.8758366763958
5551-B-826-02,5551,B,71.1166820989387,104.106606105909,306.101481603899,0.0607171703783652,0.261092097602545,0.20037492722418,2.63157894736842,55.2631578947369,97.3684210526316,83.9022952730025,204.754490800266,118.278033130327,2.86226712624412,18.3076220567799,8.80706682020222,-3.73535321577328,11.7100017147625,2.20944647818482,13.2433653802957,6.64574503827825,15.4453549305357,9.50055523657764,15.4453549305357
5648-A-528-88,5648,A,123.06701376513,182.303916196826,523.777774464624,0.00951309533714573,0.308130887998764,0.298617792661618,1.02040816326531,56.1224489795918,98.9795918367347,245.539267645102,392.379178439817,170.3394495353,11.9581157212913,20.0736523905365,5.62762165773699,5.15529853736295,13.2708352066082,-1.17519552619134,15.5136403936483,8.71082320971995,8.11553666924523,14.4460307327995,14.4460307327995
5648-A-628-51,5648,A,123.06701376513,182.303916196826,523.777774464624,0.284528796667182,0.619712033328182,0.335183236661,0.909090909090906,37.2727272727273,99.0909090909091,201.343816158344,288.278814230587,158.79004183126,8.52260450933784,14.7362483402892,4.41211582341965,1.71978732540951,7.93343115636083,-2.39070136050868,11.7638228531129,4.96100566918458,6.21364383095132,10.3241325168695,10.3241325168695
5712-A-336-61,5712,A,115.762449115234,166.787135063735,474.288526673255,0.0434546823434592,0.484012051246676,0.440557368903217,0.73529411764706,28.6764705882353,81.6176470588235,273.930680515107,316.949825095768,142.545261078004,14.9117221066272,17.4370454681169,3.60303273728961,8.58963415170835,11.1149575131981,-2.71905521762921,11.3817315135267,5.05964355860788,2.52532336148974,13.8340127308273,13.8340127308273
5712-A-651-66,5712,A,115.762449115234,166.787135063735,474.288526673255,0.012469871883309,0.712178634259007,0.699708762375698,0.462962962962963,21.7592592592593,89.3518518518519,339.795743128881,427.643448417984,143.079123592985,18.6420051529593,22.6228930592773,3.66775004360925,12.3199171980405,16.3008051043584,-2.65433791130957,14.1043585805777,7.78227062565891,3.98088790631796,18.955143015668,18.955143015668
5713-A-569-99,5713,A,77.7446038655365,115.141686877618,334.790880114828,0.0435302821405888,0.217175774287529,0.17364549214694,8.33333333333334,47.2222222222222,97.2222222222222,186.150794821163,210.672140199458,103.152278532606,15.1158879313484,17.2582211120577,4.89553488872632,8.31673827029526,10.4590714510045,-1.90361477232681,14.4733746325229,7.67422497146982,2.14233318070927,12.3626862233313,12.3626862233313
5713-A-579-86,5713,A,77.7446038655365,115.141686877618,334.790880114828,0.142118169284353,0.344704576789117,0.202586407504764,7.14285714285716,50,97.6190476190476,169.202512084272,213.783964666594,95.3646060522032,13.4632384702252,17.5120703526689,3.53653650381184,6.66408880917205,10.7129206916158,-3.26261315724128,14.1082417687066,7.30909210765344,4.0488318824437,13.975533848857,13.975533848857
5736-B-1084-57,5736,B,156.405876621258,224.102546616807,618.161992233619,0.23944544569605,0.484001474064624,0.244556028368574,12.7450980392157,51.9607843137255,99.0196078431372,234.86249647881,287.098741693514,208.130272652793,7.03825965773033,10.5150274508917,4.94630521397391,0.811887778205275,4.2886555713667,-1.28006666555115,8.34078617678722,2.11441429726216,3.47676779316142,5.56872223691784,5.56872223691784
5736-B-1238-89,5736,B,156.405876621258,224.102546616807,618.161992233619,0.0377219858157132,0.248711500486639,0.210989514670926,5.68181818181818,37.5,98.8636363636364,318.165232008293,376.769938207833,214.013149777299,12.2937776602563,15.2206696754856,5.42885668919224,6.06740578073121,8.99429779596053,-0.79751519033281,11.8348067055118,5.60843482598679,2.92689201522932,9.79181298629334,9.79181298629334
5777-B-339-20,5777,B,113.549636936278,174.033855318514,525.818313247432,0.0128067427218072,0.230773093542367,0.21796635082056,4.54545454545455,25.7575757575758,98.4848484848485,175.838364048358,192.989267661777,155.701021564295,7.57112131017412,9.18237032090906,5.46546380261047,0.178582607207581,1.78983161794252,-1.92707490035607,7.57569799602478,0.183159293058239,1.61124901073494,3.71690651829859,3.71690651829859
5907-B-574-59,5907,B,108.228564816525,186.679318097214,523.443533504381,0.07600975858512,0.415568913437637,0.339559154852517,7.14285714285715,39.7959183673469,96.9387755102041,225.090882975287,281.489041106279,180.034986031051,12.6771156336896,16.5479692317447,8.81035164926943,3.23934625048351,7.11019984853863,-0.627417733936616,13.4105533726969,3.97278398949088,3.87085359805511,7.73761758247524,7.73761758247524
5931-B-786-58,5931,B,105.88479239502,162.033271660668,503.965458921233,0.0472920746446287,0.118123776066114,0.0708317014214854,5,55,95,165.895264113067,180.96399087443,174.414398783352,7.77332763770874,9.27848703208792,8.64028497923129,0.407791407897665,1.91295080227684,1.27474874942021,8.80628013636724,1.44074390655616,1.50515939437917,0.638202052856627,1.50515939437917
6033-B-983-38,6033,B,125.80229915566,186.612870609114,548.031266869015,0.0282525047008892,0.958283201955728,0.930030697254839,0.961538461538462,22.7564102564103,96.474358974359,373.316990519016,426.28073514222,137.080297860048,18.8309145774017,21.1277468177784,1.48635531259636,12.0042321461465,14.3010643865231,-5.34032711865888,14.5217234456782,7.695041014423,2.29683224037664,19.641391505182,19.641391505182
6045-A-323-12,6045,A,151.731058325327,228.480206883974,654.543829949678,0.00853670558140263,0.621463294418598,0.612926588837195,2.01612903225806,34.2741935483871,98.7903225806452,353.076151021688,478.523116603471,194.665421620991,14.6215553993637,19.8848663360057,4.31376258507946,7.53492221885454,12.7982331554965,-2.77287059542968,14.6374656387848,7.55083245827562,5.26331093664201,15.5711037509262,15.5711037509262
6045-B-659-05,6045,B,115.341847055308,176.35227124777,535.253835872864,0.115666848931312,0.668371713883152,0.552704864951841,0.588235294117647,28.8235294117647,93.5294117647059,288.853068030137,387.277856296488,123.036253879718,15.8930374510004,20.9694357950322,1.11800942737729,8.54250794186229,13.6189062858941,-6.23252008176081,13.5380794418353,6.18754993269724,5.07639834403183,19.8514263676549,19.8514263676549
6045-B-662-27,6045,B,115.341847055308,176.35227124777,535.253835872864,0.0644108234915518,0.53258435615664,0.468173532665088,0.694444444444444,42.3611111111111,96.5277777777778,249.959789103998,368.681105575266,144.581254653621,13.3893599680163,20.1174894173196,3.91157381393915,6.03883045887819,12.7669599081815,-3.43895569519895,15.2866337710694,7.93610426193132,6.72812944930329,16.2059156033804,16.2059156033804
6045-B-676-25,6045,B,115.341847055308,176.35227124777,535.253835872864,0.0779084133156479,0.591598817212064,0.513690403896416,6.9620253164557,56.3291139240506,99.367088607595,185.120122737284,288.41183824259,167.647421224271,8.19054834525406,15.8665722295008,6.47417113104689,0.840018836115956,8.51604272036274,-0.876358378091213,12.3165738059809,4.96604429684279,7.67602388424678,9.39240109845395,9.39240109845395
6047-B-406-23,6047,B,99.0759090607895,148.581716828654,450.321170068805,0.0753314491847395,0.423549298781578,0.348217849596838,5.43478260869565,55.4347826086957,98.9130434782609,159.317931496305,273.785937403016,110.526227365664,8.22362938854102,17.5973057040334,1.8933906057174,1.20782462872279,10.5815009442152,-5.12241415410083,11.0699864953951,4.05418173557687,9.37367631549243,15.703915098316,15.703915098316
6047-B-414-38,6047,B,99.0759090607895,148.581716828654,450.321170068805,0.0676657245923697,0.332614088416051,0.264948363823681,7.14285714285714,41.4285714285714,98.5714285714286,134.482371511871,148.682146394055,111.720821493012,5.28973039515194,7.02750258866867,2.07950258839917,-1.72607436466629,0.0116978288504406,-4.93630217141906,5.42299823944902,-1.5928065203692,1.73777219351673,4.9480000002695,4.9480000002695
6161-A-674-26,6161,A,96.3839198543978,146.214416991482,443.027339747033,0.0977003090934754,0.4867693577133,0.389069048619825,1,45,99,149.825096313825,181.14511444141,115.054665963351,7.63697904880869,10.9233781876239,3.06546133992827,0.422324769981785,3.70872390879695,-4.14919293889863,8.58283216871354,1.36817788988664,3.28639913881517,7.85791684769558,7.85791684769558
